,发病部位,名称,就诊科室,概述,疾病用药,疾病自测
6379,"头,胸部,皮肤,全身",小儿紫斑湿疹综合征(小儿Wiskett-Aldrich综合征，小儿湿疹-血小板减少-反复感染综合征，小儿湿疹-血小板减少性免疫缺陷病，小儿遗传性湿疹血小板减),"儿科,皮肤病科",紫斑湿疹综合征(Aldrich;syndrome)又名湿疹-血小板减少-反复感染综合征、Wiskett-Aldrich综合征、Wiskett综合征、Aldrich综合征、Aldrich-Dees综合征、湿疹-血小板减少性免疫缺陷病(immunodeficiency;with;eczema-thrombocytopenia)、遗传性湿疹血小板减少免疫缺陷病等。,暂无数据,暂无数据
6380,全身,小儿发作性睡病(小儿Gelincau综合征，小儿Gelineau-Redliehsches综合征，小儿Westphl-Gelineausches综合征),"内科,神经内科,儿科,精神心理科,中医科",发作性睡病即Gelincau综合征，又称Navcolepsy综合征、Westphl-Gelineausches综合征、Gelineau-Redliehsches综合征等。还有人称之为睡眠发作四联征(tetradofsleepattacks或teeralogyofnarcolepsy)。本病征是睡眠障碍的一种特殊类型，以不择时间、突然发作、难以克制的嗜睡为特点。,暂无数据,暂无数据
6381,"口,胸部,腹部,皮肤",小儿脑膜炎球菌性肾上腺综合征(小儿暴发型休克型流脑，小儿暴发型紫癜性脑膜炎球菌血症，小儿华-佛综合征，小儿急性肾上腺皮质功能减退症，小儿急性肾上腺皮质功能衰竭，小儿急性肾上腺危象),"儿科,急诊科",脑膜炎球菌性肾上腺综合征即华-佛综合征(Waterhouse-Friderichsen;syndrome)，亦就是指暴发型休克型流脑，又称暴发型紫癜性脑膜炎球菌血症、急性肾上腺皮质功能衰竭、急性肾上腺皮质功能减退症、急性肾上腺危象等。,暂无数据,暂无数据
6382,"头部,口,头,四肢,上肢,下肢,胸部,腹部,皮肤,全身",小儿血管瘤,"外科,肿瘤科,皮肤病科,小儿科",血管瘤(hemangioma)是由胚胎期血管网增生所致。是小儿常见病，可生长于身体的任何部位，以皮肤和皮下组织多见。血管瘤是一种先天性发育异常，属于错构瘤，而非真性肿瘤，具有畸形和肿瘤的双重特性。,暂无数据,暂无数据
6383,"头部,腹部,皮肤",新生儿巨细胞病毒感染(新生儿巨细胞包涵体病，新生儿巨细胞病毒感染综合征),"内科,神经内科,妇产科,儿科","巨细胞病毒感染(cytomegalovirusinfection)是人巨细胞病毒(humancytomegalovirus，HCMV)引起的一种全身性感染综合征。因受染细胞的典型改变是细胞变大，核内和胞浆内出现包涵体，故本病又名巨细胞包涵体病(cytomegalicinclusiondisease,CID)，也是引起先天性畸形的重要原因之一。",暂无数据,暂无数据
6384,,小儿喉痉挛,儿科,小儿喉痉挛是喉肌痉挛性疾病，多发于先天禀赋不足，发育不良，营养欠佳的儿童，另外肠道寄生虫，腺样体肥大，消化道疾病，受惊均可引起。常于夜间突发呼吸困难和吸气性喉鸣，伴手足乱动，冷汗淋漓，面色苍白或青紫，口唇紫绀，似有窒息的危险，但深呼吸后症状可消失。发作持续时间短，可一夜频发多次也可仅发一次后不在复发，醒后犹如平常。喉镜下无异常表现。,暂无数据,暂无数据
6385,腹部,斜疝(气卵子，疝气，小肠气),外科,腹股沟斜疝：是指疝囊从腹壁下动脉外侧的内环突出，向内、向下进入腹股沟管，再穿出腹股沟管皮下环，可突入阴囊内或大阴唇前端的疝。腹股沟斜疝腹股沟斜疝又分为先天性腹股沟斜疝和后天性腹股沟斜疝两种。,暂无数据,暂无数据
6386,,X型腿,儿科, ,暂无数据,暂无数据
6387,"耳,口,头,男性股沟",小儿脆性X染色体(小儿脆性X染色体综合征，小儿脆性X综合征),"内科,神经内科,儿科,五官科,眼科",脆性X染色体即脆性X综合征(fragileXsyndrome，FXS)是一种不完全外显的X染色体连锁显性遗传性疾病，因患者X染色体的短臂Xq27.3带有一脆性断裂点而得名。FXS是一种家族性智力障碍疾病，临床以智力低下、特殊面容、巨睾症、大耳、语言和行为异常为其典型表现。,暂无数据,暂无数据
6388,全身,小儿抽动秽语综合征(儿童Tourette综合征，小儿Tourette综合征，小儿Tourette综合症，小儿多发性抽动症，小儿秽语综合征),"儿科,精神心理科,中医科","抽动秽语综合征是一种慢性神经精神障碍的疾病,又称多发性抽动症。本病最早由Itard于1825年首先描述，1885年法国医生Gilles;de;la;Tourette曾报道9例并作了详细叙述，故又将该病症命名为Tourette综合征。本症是一种于儿童和青少年时期起病，以多发运动性抽动伴发声性抽动为特征的神经精神疾病。可伴有诸多行为问题，如注意缺陷多动障碍、强迫障碍、睡眠障碍和情绪障碍等，这增加了病情的严重性和复杂性，也给治疗带来一定的难度。多发性抽动症系抽动障碍(tic;disorders)中的一种类型，其病因与发病机制尚不清楚，可不同程度地干扰与损害儿童的认知功能和发育，影响社会适应能力。",暂无数据,暂无数据
6389,头部,小儿急性播散性脑脊髓炎(小儿传染病后脑脊髓炎，小儿传染病后脑炎，小儿感染后脑脊髓炎，小儿疫苗后脑脊髓炎，小儿种痘后脑脊髓炎),"内科,神经内科,外科,儿科,中医科,急诊科",急性播散性脑脊髓炎(acutedisseminatedencephalomyelitis，ADEM)是以中枢神经系统急性炎症脱髓鞘为特征，细胞免疫介导的自身免疫性疾病。本病通常发生于急性感染或疫苗接种后，故又称感染后脑脊髓炎或疫苗后脑脊髓炎。病前既无接种史或感染史，可以统称为急性播散性脑脊髓炎。,暂无数据,暂无数据
6390,下肢,先天性高弓足(爪形足),骨外科,高弓足(telipescavus)又称爪形足，是一种以足纵弓较高为主要表现的常见畸形。少部分为先天性发病，多数为3岁后发病，系神经系统疾患所致。,暂无数据,暂无数据
6391,胸部,细菌性心包炎(化脓性心包炎),"内科,心血管内科",细菌性心包炎(bacterialpericarditis)在以往较为常见，发病率和死亡率均较高。自从抗生素及磺胺类药物在临床上应用以来，本病已大见减少。,暂无数据,暂无数据
6392,全身,小儿热性惊厥(小儿发热抽搐，小儿发热性惊厥，小儿高热惊厥),"内科,神经内科,儿科,中医科",热性惊厥(febrileconvulsion，FC)是婴幼儿最常见的惊厥性疾病。其定义为发生在婴幼儿期的伴有发热的惊厥发作，并排除中枢神经系统感染及曾有无热惊厥病史者。目前认为对单纯FC患儿可不诊断为癫痫。,暂无数据,暂无数据
6393,皮肤,小儿黑酸尿综合征(小儿Garrod综合征，小儿褐黄病综合征，小儿黑酸尿综合症，小儿加罗德氏综合征，小儿加罗德综合征，小儿内源性褐黄病，小儿尿黑酸尿),"内科,内分泌科,骨外科,儿科,皮肤病科",黑酸尿综合征(alkaptonuria)即Garrod综合征，又称褐黄病综合征。本病征临床上以尿色变黑、巩膜和耳廓软骨有黑色素沉着、多关节炎及耻骨联合处剧痛为特征，是一种先天性代谢缺陷病，遗传性疾病。,暂无数据,暂无数据
6394,,线粒体肌病,儿科,线粒体肌病为氧化磷酸化脱偶联引起是能量代谢障碍所致的骨骼肌极度不能耐受疲劳病变以侵犯骨骼肌为主多在岁所有起病也有儿童及中年起病者男女均可受累临床上以骨骼肌极度不能耐受疲劳为主要特征往往轻微活动后即感疲乏休息后好转常有肌肉酸痛及压痛但肌萎缩少见易误诊为多发性肌炎重症肌无力和进行性肌营养不良症等,暂无数据,暂无数据
6395,生殖部位,小儿女性性早熟(小儿女性同性性早熟),"内科,内分泌科,儿科,中医科",性早熟(femaleprecociouspuberty)，即青春期发育明显提前，由于每个正常儿童青春期发育的开始时间变异较大，故很难确定青春期发育开始的正常和早熟时间的绝对界限，一般认为女孩8岁以前出现乳腺增大、阴毛生长、腋毛生长等任何一项或多项第二性征，或月经初潮开始于10岁以前，即为女性性早熟，也有学者主张儿童青春期与性发育早于当地正常儿童发育平均年龄2个或2.5个标准差以上者即为性早熟。女性性早熟占全部女性的0.2‰左右。,暂无数据,暂无数据
6396,"上肢,下肢,皮肤",小儿硬皮病(小儿胶原沉着病，小儿硬皮症),"儿科,皮肤病科",硬皮病(scleroderma)是儿童时期少见的慢性结缔组织病。它可分为局限性硬皮病(localized;scleroderma)和系统性硬化症(systemic;sclerosis，SSc)两种类型。前者以局限性皮肤增厚和纤维化为主，后者除皮肤弥漫性增厚和纤维化，内脏器官如心、肺、肾和消化道也可受侵犯。两者在临床上与病理学上无本质区别。,暂无数据,暂无数据
6397,胸部,心房内折返性心动过速(房内折返性心动过速，期前收缩型房性心动过速，阵发性房性心动过速),"内科,心血管内科",心房内折返性心动过速(intraatrialreentranttachycardia，IART)亦称期前收缩型房性心动过速、阵发性房性心动过速。,暂无数据,暂无数据
6398,颈部,小儿气管、支气管异物(小儿呼吸道异物，小儿气管异物),"儿科,中医科,急诊科",气管、支气管异物(foreign;bodies;in;the;trachea;and;bronchi)是儿科的常见急危疾病之一，可以造成小儿的突然死亡，多见于5岁以下儿童，严重性取决于异物的性质和造成气道阻塞的程度，轻者可致肺部损害，重者可窒息死亡。;异物分内源性和外源性。内源性异物乃因呼吸道炎症发生的假膜、干痂、血块、脓液、呕吐物等。外源性异物系经口吸入的各种物体。,暂无数据,暂无数据
6399,腹部,小儿急性出血性坏死性肠炎(小儿急性出血性肠炎，小儿急性坏死性肠炎，小儿急性坏死性小肠结肠炎，小儿节段性肠炎),"内科,儿科,中医科",急性出血性坏死性肠炎是以小肠急性广泛性、出血性、坏死性炎症为特征的消化系统急症，又称急性坏死性小肠结肠炎或节段性肠炎。临床上以突然起病、腹痛、腹泻、便血为主要特征，起病急，病情变化快，多数患儿症状严重，常伴发休克，病死率极高。如延误诊断或治疗不当，病儿可于数天内死亡。,暂无数据,暂无数据
6400,"四肢,上肢,下肢,全身",小儿周期性高血钾性麻痹(小儿Ⅱ型周期性麻痹，小儿Ⅱ型周期性瘫痪，小儿高血钾型周期性麻痹，小儿高血钾型周期性瘫痪，小儿肌强直性周期性麻痹，小儿肌强直性周期性瘫痪，小儿血钾过多性周期性麻痹，小儿血钾过多性周期性瘫痪，小儿遗传性发),儿科,周期性瘫痪(periodic;paralysis)是一组与钾离子代谢有关的代谢性疾病，以反复性、自限性发作的骨骼肌弛缓性瘫痪或无力，持续数小时至数周，发作间歇期完全正常为临床特征的疾病。根据其发作时血钾的改变，可将其分为低血钾型、高血钾型及正常血钾型三种类型。本病系常染色体显性遗传。,暂无数据,暂无数据
6401,头部,小儿头疖,"儿科,皮肤病科",小儿头疖是暑令小疖，多生头部。农村尤为多见，往往经年累月，脓水淋漓。暑疖多热证，最宜清解，以桔梗、银花等药取效，配伍得宜，数服即消。,暂无数据,暂无数据
6402,下肢,下肢静脉曲张,"内科,中医科",本病是较大的浅静脉及其分支因静脉压增高而产生扭曲性的扩张和延长，是发生于中年人的一种常见疾病。下肢静脉分为深静脉和浅静脉两组。,暂无数据,暂无数据
6403,头部,小儿烟雾病(小儿闭塞性脑血管病，小儿颈内动脉发育不全伴脑假性血管瘤，小儿脑底动脉闭塞伴毛细血管扩张),"外科,儿科,中医科,急诊科","烟雾病又称为Moyamoya病或自发性基底动脉环闭塞症，是一种以双侧颈内动脉末端及大脑前、大脑中动脉起始部动脉内膜缓慢增厚，动脉管腔逐渐狭窄以至闭塞，脑底穿通动脉代偿性扩张为特征的疾病，""烟雾""名称的来源是在脑血管造影时显示脑底部由于毛细血管异常增生而呈现一片模糊的网状阴影，有如吸烟所喷出的一股烟雾，故名。Moyamoya是日语""烟雾""的发音。本病的实质是脑底部动脉主干闭塞伴代偿性血管增生",暂无数据,暂无数据
6404,下肢,小腿红绀病(小腿红绀症，绀红皮病，红绀病),"中医科,皮肤病科",小腿红绀病(erythrocyanosis)也称红绀病(erythrocyanosis;crurum)，年轻妇女好发，以小腿皮肤呈紫红色和轻度肿胀为特征。,暂无数据,暂无数据
6405,腹部,小儿乳糜泻(小儿非热带口炎性腹泻，小儿非热带性口炎性腹泻，小儿麸质过敏性肠病，小儿谷胶所致肠病，小儿麦胶性肠),儿科,乳糜泻又称麸质(gluten)过敏性肠病。过去由于病因不明，也曾称之为特发性吸收不良综合征。现已证明本病是由于进食麦类食物，包括小麦、大麦及黑麦，机体对其中所含蛋白质成分麸质产生过敏所致。燕麦是否可引起本病，尚有不同意见，至少为害较轻。这种过敏反应，使小肠上部黏膜发生广泛病变，临床表现脂肪泻等吸收不良症状，且是一种终身性疾病。,暂无数据,暂无数据
